	KMV_361_S1.breport	KMV_362_S2.breport	KMV_364_S3.breport	KMV_365_S4.breport	KMV_366_S5.breport	KMV_367_S6.breport	KMV_370_S7.breport	KMV_372_S8.breport	KMV_373_S9.breport	KMV_374_S10.breport	KMV_375_S11.breport	KMV_377_S12.breport	KMV_378_S13.breport	KMV_380_S14.breport	KMV_381_S15.breport	KMV_382_S16.breport	KMV_383_S17.breport	KMV_384_S18.breport	KMV_386_S19.breport	KMV_388_S20.breport	KMV_389_S21.breport	KMV_390_S22.breport	KMV_391_S23.breport	KMV_392_S24.breport	KMV_393_S25.breport	KMV_394_S26.breport	KMV_395_S27.breport	KMV_400_S28.breport	KMV_401_S29.breport	KMV_402_S30.breport	KMV_403_S31.breport	KMV_404_S32.breport	KMV_405_S33.breport	KMV_406_S34.breport	KMV_408_S35.breport	KMV_409_S36.breport	KMV_411_S37.breport	KMV_413_S38.breport	KMV_415_S39.breport	KMV_416_S40.breport	KMV_417_S41.breport	KMV_418_S42.breport	KMV_419_S43.breport	KMV_421_S44.breport	KMV_423_S45.breport	KMV_424_S46.breport	KMV_425_S47.breport	KMV_427_S48.breport	KMV_428_S49.breport	KMV_429_S50.breport	KMV_433_S51.breport	KMV_435_S52.breport	KMV_436_S53.breport	KMV_438_S54.breport	KMV_439_S55.breport	KMV_440_S56.breport	KMV_443_S57.breport	KMV_444_S58.breport	KMV_445_S59.breport	KMV_446_S60.breport	KMV_448_S61.breport	KMV_449_S62.breport	KMV_450_S63.breport	KMV_452_S64.breport	KMV_453_S65.breport	KMV_454_S66.breport	KMV_456_S67.breport	KMV_457_S68.breport	KMV_459_S69.breport	KMV_460_S70.breport
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_lactis	118	0	0	0	0	47	0	179	1272	55	46494	35	0	21	0	56	1403	27	68	70	124	40	1614	1507	7802	101	0	1095	0	0	0	0	94	59	0	0	1282	81	0	0	33	4083	32	0	0	398	0	1258	182	38	63	0	27	0	33	0	177	0	0	0	54	30	132	0	60	0	195	0	33	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_sp._LN180020	115	0	0	0	0	0	0	0	0	0	2396	0	0	0	0	0	1171	0	0	0	100	104	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus_animalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus_murinus	0	0	0	0	69	0	31	0	0	0	0	0	0	0	0	0	0	0	29	25	0	0	0	0	0	54	0	0	179	0	0	0	11	31	57	0	0	0	0	16	48	0	11	0	0	0	595	0	37	0	18	0	0	0	115	0	136	0	0	0	0	11	17	14	0	0	0	0	18	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus_saerimneri	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus_salivarius	68	2547	57	837	39	53	58	2039	94	48	38	221	7049	164	226	35	2458	426	54711	46	269	2205	38894	49	30	58	0	68	31773	29	18	19840	84	198	78	43	25	12	33	14	35	125	37203	96	753	1179	38	34	5068	59	64	1180	40	585	1232064	123	44	751	23	20	42	141	131	22080	55	78	86	50	26	18
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus_agilis	79	38	190	231	781	222	278	212	121	60	190	74	175	29	260	26	184	52	125	164	465	140	57	215	409	454	67	70	1183	44	230	31	97	37	150	180	1136	344	26	333	116	596	303	8939	165	408	3066	248	500	341	230	87	280	14	116388	527	208	133	241	191	305	595	106	119	91	358	28	193	563	167
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus_ruminis	12872	7124	9738	10444	82527	51513	157850	8280	8205	5978	11213	9708	4151	7967	5983	12295	8608	8259	51814	17563	10034	14550	7234	3070	4224	10501	8592	8926	97415	4808	10103	6969	7922	6277	244664	5722	14045	11005	90922	4232	6126	5902	1490211	7531	11721	12253	389675	12751	98724	3503	8647	21856	8364	5535	222953	89316	113439	6895	5176	19523	11402	15331	17277	75703	9618	9878	6816	6880	22709	7025
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_viridescens	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	325	0	0	0	23	0	0	0	0	0	0	0	0	0	14	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	16	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_jogaejeotgali	0	0	11	0	0	35	19	13	38	0	869	0	0	0	0	0	22	0	0	95	36	21	117	0	0	0	0	0	0	0	19	0	0	131	0	0	0	11	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	508	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_hellenica	22	0	23	0	0	32	69	22	135	0	1729	70	0	0	0	0	472	34	78	68	168	61	256	28	33	0	31	23	0	13	32	0	0	433	0	0	46	0	0	0	20	105	14	0	0	56	18	76	0	0	0	0	14	0	46	14	105	0	20	25	14	0	36	0	0	537	14	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_soli	27	0	0	0	0	90	0	0	95	0	708	62	0	0	0	11	482	28	0	0	264	40	22	40	107	0	0	33	0	14	21	0	0	135	16	0	11	16	12	0	0	35	36	0	17	25	0	62	0	0	0	0	0	0	40	0	17	0	0	0	0	0	17	0	10	0	12	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_paramesenteroides	246	449	824	13	17	3860	1191	908	6127	48	58080	644	63	73	129	169	6284	741	72	20264	3382	1893	14346	774	941	48	0	785	0	92	744	0	54	8324	170	31	1219	731	66	96	0	3373	128	0	252	333	35	708	0	457	15	0	146	17	657	0	181	20	905	140	667	0	439	32	0	21602	268	14	136	15
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_cibaria	25840	86	1898	44	77	2006	4061	3164	29177	705	251433	10001	495	6573	1111	717	911791	49251	2398	9243	61847	60192	30976	28487	61441	1214	0	11890	165	3339	33829	40	963	94629	5147	1522	12859	43870	1517	1707	312	37653	8661	218	21657	4283	4663	23306	283	922	663	62	1568	320	10055	72	13097	245	5394	15248	8154	201	8273	1921	247	11301	6960	1634	16963	692
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_confusa	37525	277	7984	88	453	8844	10707	15275	175039	2357	1689062	112284	11456	13336	14150	4435	640745	121416	13140	61867	315388	95948	96438	88592	94542	33703	21	121088	1014	31556	21036	276	2124	185145	24636	4962	72633	36618	7705	7407	860	126567	14518	224	35784	170285	104615	218627	3950	9092	4850	425	33657	6627	169064	492	47077	732	3817	42693	20530	1081	125217	9712	1519	1881	53041	6306	29488	2217
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_carnosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_sp._LG1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_sp._LG1267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_petauri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	122817	75	0	0	0	0	0	0	0	0	160	0	0	0	0	0	50	0	0	0	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_sp._LG592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	108819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_protaetiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_piscium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	0	72	0	0	0	0	0	0	0	0	0	74	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_sp._LG606	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	60620	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_raffinolactis	0	0	0	0	369	0	13041	0	112	0	16	0	0	363	0	0	189	120	11738	69	29	0	514	31	379	418	1309	0	0	0	33	0	527	3772	141	35	39	14	0	547	100	253	459	27	0	71	39	0	0	0	31	228	457	0	788	0	2521	0	21	118	0	0	19	0	34	0	111	17	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_formosensis	0	0	11	94	0	21	0	0	0	20	0	0	0	0	0	0	0	0	28	0	25	0	0	104	0	0	0	42	0	0	0	0	0	95	31	0	0	53	0	68	91	36	0	0	141	17	20501	102	0	24	38	0	24	0	36	0	1336	0	0	126	0	11	0	0	0	106	0	20	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_taiwanensis	14	42	12	38	190	0	70	49	194	20	366	1145	46	0	0	0	98	47	61	527	10	25	88	273	213	43	17	775	439	11	0	0	100	10	96	113	25	0	0	42	63	5424	118	623	0	156	439	0	0	47	166	0	166	11	138	13	193	0	12	30	0	25	136	0	0	74	30	91	330	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis	32	332	56	754	5007	491	29328	177	1087	58	17580	305	36	1573	27	24	626	67	41644	39378	395	187	300	141	1253	4430	1095	122	11	0	1005	66	1570	23306	271	1614	345	599	0	2525	566	1286	1878	6312	28	4256	674	0	76	605	812	73	589	18	6351	370	5185	33	224	584	7563	158	533	240	219	0	378	166	775	50
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_garvieae	784	239	281	465	1036	85	985	264	223	413	511	601	415	271	233	43	320	389	372	178	2633	525	1732	675	310	301	183	330	244	283	117	1695	155	682	263	364	352	339	208	206	189	173	123	184	1046	347	42159	161	488	353	149	820	555	163	1309	215	235	644	270	1698	294	731	1389	692	362	685	784	165	416	559
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_cremoris	1671	1515	3661	5015	2242	2687	10538	2117	3581	8733	7154	2654	1270	2195	1515	1110	5950	2791	2658	1514	583	1927	4700	3830	3310	4155	3705	7435	2190	1269	3401	1567	1662	3169	2294	3146	5637	5889	1409	3558	2505	8183	2746	5195	12823	1785	16983	2671	774	1717	5718	2213	6347	3852	1502	3984	3433	930	3293	1788	3286	1670	3915	3986	2128	2435	4564	3253	3471	2706
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_chenjunshii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp._DAT741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	208	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_respiraculi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_himalayensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	32	0	0	0	0	15	0	0	37	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_halotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_marmotae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_ferus	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	125	0	11	0	0	0	10	45	40	0	0	0	31	0	24	403	0	37	15	0	0	25	18	0	13	0	0	16	0	0	0	0	0	0	0	0	54	0	182	0	0	16	0	0	0	0	0	0	0	14	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_halichoeri	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_merionis	0	0	0	0	0	13	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	26	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	15	71	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	101	0	0	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pluranimalium	0	0	0	0	0	33	106	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	29	0	0	0	31	0	0	0	20	0	14	104	0	0	73	0	0	0	29	14	0	0	0	0	0	0	0	0	0	0	0	0	24	0	25	20	0	0	0	0	0	266	0	0	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parauberis	0	0	0	0	21	0	146	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	24	0	0	0	15	0	0	0	15	0	0	32	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp._FDAARGOS_522	0	0	0	0	2544	0	0	0	0	0	0	7642	0	0	0	0	1517	0	0	0	2433	0	17794	0	0	0	0	2648	5582	0	0	0	0	0	0	0	10092	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2274	0	0	0	0	0	0	3221	2383	0	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_porcinus	0	0	0	22	37	0	2714	0	41	0	0	0	0	24	0	0	15	22	1892	0	73	0	141	0	96	0	122	0	23	0	46	0	29	115	23	0	32	13	0	0	0	199	39	0	0	29	0	20	0	0	0	45	20	0	40	0	225	0	0	11	29	15	0	13	0	0	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pseudoporcinus	0	0	0	82	16	109	16	0	0	51	0	95	52	0	104	0	156	0	23	0	25	30	72	0	0	0	22	66	123	0	0	98	0	27	75	29	75	18	0	58	279	29	24	0	79	22	0	21	0	16	0	0	0	60	53	0	167	24	0	0	0	0	0	428	21	0	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp._oral_taxon_064	0	0	0	519	0	269	0	257	0	0	0	155	322	0	0	0	391	0	399	594	1597	932	1734	90	0	333	107	228	124	0	0	154	0	127	63	546	707	213	0	227	334	0	0	248	294	361	174	89	0	713	0	179	329	0	1189	108	238	0	300	0	0	94	130	119	579	0	0	87	52	90
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_troglodytae	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	22	0	34	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	18	0	0	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_ratti	0	11	0	0	23	14	989	0	15	0	0	0	10	47	0	0	17	10	1015	19	35	22	56	0	15	0	139	17	18	0	125	25	20	836	15	34	44	11	0	0	61	451	52	0	0	79	14	0	0	0	14	20	56	0	39	0	679	16	0	61	0	0	0	76	0	0	12	14	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_dysgalactiae	0	625	0	0	0	0	346	0	0	0	0	16	0	0	692	0	0	0	1448	0	0	0	73	0	4611	0	334	28	0	0	0	0	0	0	0	517	0	0	0	0	0	0	301	0	0	0	0	452	0	0	0	0	0	59	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sobrinus	0	1518	70	261	0	49	27	0	77	0	0	0	18	0	11	0	32	47	470	0	114	0	32	233	0	15	0	0	540	0	21	221	14	13	12	0	53	0	0	0	10	0	17	0	407	167	0	28	263	105	0	2541	0	25	32	0	379	1305	0	0	0	44	0	0	10	0	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_equi	15	563	31	46	44	20	163	88	18	32	0	31	52	60	32	0	45	32	143	24	42	40	66	0	39	136	100	148	20	0	87	0	100	227	73	146	247	76	14	25	547	255	108	149	88	85	519	66	11	14	13	22	43	299	486	18	296	24	33	28	69	0	0	73	18	148	19	0	14	42
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_milleri	123	252	315	746	440	738	141	429	133	453	64	1682	921	177	558	287	1869	584	1144	483	5875	379	2644	483	975	1709	1546	752	1750	0	1349	553	215	417	1053	429	861	693	0	598	2432	286	1281	483	175	2176	1497	556	106	1371	0	366	406	61	11412	251	1457	686	997	0	612	242	931	5317	268	175	75	260	166	417
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_uberis	33	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	29	0	2231	13	0	0	0	0	0	0	0	0	22	0	26	0	0	0	0	0	0	12	0	374	0	0	0	0	0	0	13	0	0	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gwangjuense	76	46	0	108	34	72	0	45	87	281	43	238	79	38	0	0	95	48	902	46	172	124	166	75	40	82	231	119	0	0	0	0	0	215	0	119	269	61	0	345	145	91	103	82	61	115	281	85	0	41	44	349	275	0	255	80	228	62	55	0	43	30	53	184	64	0	60	101	71	80
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_acidominimus	43	274	56	54	28	858	195	227	51	66	40	14	17	36	467	270	75	56	46	23	0	66	77	0	57	39	39	32	54	45	14	31	23	20	12	55	115	60	42	0	89	102	75	43	88	31	36	37	26	0	181	0	103	136	27	0	183	130	0	952	140	150	114	479	18	316	58	49	58	60
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_urinalis	49	0	0	0	0	0	52	0	0	0	0	0	0	13	0	0	0	0	29	0	25	0	32	0	0	30	94	0	0	0	0	14	25	120	0	45	0	0	0	20	85	0	16	0	0	34	0	0	0	0	0	0	0	0	14	0	18	0	0	0	0	0	0	13	0	0	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_toyakuensis	128	139	47	256	48	238	0	96	302	735	164	80	59	51	50	58	135	89	1270	55	248	133	177	135	145	232	137	174	36	0	0	46	51	363	44	237	518	80	0	665	73	158	314	113	0	116	189	270	113	0	60	618	198	0	398	77	104	31	98	0	47	0	60	66	57	25	79	154	79	130
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pseudopneumoniae	110	176	0	167	144	161	42	119	636	781	44	80	49	30	0	89	89	119	1311	56	98	56	149	207	34	364	204	281	0	0	34	28	88	546	28	309	602	69	0	1357	89	175	433	71	37	115	91	84	26	32	120	1052	232	32	400	45	67	29	50	0	0	47	38	127	31	21	99	75	60	43
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_ruminantium	228	256	1639	165	1278	227	1173	2664	2237	551	413	380	394	349	1129	407	2627	416	450	294	957	515	916	121	275	587	68	172	869	463	189	170	436	1605	179	258	1451	646	117	1347	463	1106	299	472	1168	2140	1133	1281	143	302	447	796	313	422	0	1411	91	684	408	511	230	343	210	207	311	107	1036	741	62	516
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_macedonicus	606	0	0	0	1841	153	19237	0	0	0	389	4742	1561	5577	135	149	3130	2282	31139	10236	1818	563	321	720	5888	17951	5702	664	262	0	31497	1503	5777	206555	421	8385	1587	0	0	9594	11015	38026	6945	961	0	7674	1037	0	443	0	2963	440	6432	0	17232	0	60835	192	1185	8604	0	699	381	1490	389	0	1727	1088	0	589
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pyogenes	95	825	349	603	489	453	2302	40	119	286	13	2066	57	912	540	40	96	1169	3743	46	106	5338	133	51	4516	150	503	63	793	0	83	50	34	365	930	233	2643	110	24	22	2499	64	534	1365	35	932	18	268	0	103	1019	340	682	539	122	91	348	1741	217	0	108	77	233	710	41	13	86	25	1171	54
k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_alactolyticus	111	62	0	54	335	0	7780	132	66	45	53	444	110	483	35	0	301	242	7773	580	297	216	402	62	667	2532	1132	69	0	46	1735	179	26612	24618	112	1290	145	101	23	965	1603	4544	662	114	36	593	208	72	54	49	591	185	1315	16	1978	16	7629	60	147	1180	33	151	49	73	69	65	176	159	31	59
